region_code,order_date,daily_revenue,running_total
WEST,2026-03-08,2737.12,421662.36
WEST,2026-03-09,593.03,422255.39
WEST,2026-03-10,2080.38,424335.77
WEST,2026-03-12,2563.99,426899.76
WEST,2026-03-13,2831.16,429730.92
WEST,2026-03-14,4576.52,434307.44
WEST,2026-03-15,2201.85,436509.29
WEST,2026-03-16,-6.66,436502.63
WEST,2026-03-17,2185.32,438687.95
WEST,2026-03-18,9460.76,448148.71
WEST,2026-03-19,119.15,448267.86
WEST,2026-03-20,2001.01,450268.87
WEST,2026-03-21,2788.09,453056.96
WEST,2026-03-22,1214.74,454271.7
WEST,2026-03-23,2368.4,456640.1
WEST,2026-03-24,2743.86,459383.96
WEST,2026-03-25,1594.67,460978.63
WEST,2026-03-26,2985.05,463963.68
WEST,2026-03-28,647.79,464611.47
WEST,2026-03-29,1696.73,466308.2
WEST,2026-03-30,879.9,467188.1
WEST,2026-03-31,504.1,467692.2
WEST,2026-04-01,70.79,467762.99
WEST,2026-04-02,1983.39,469746.38
WEST,2026-04-03,5899.25,475645.63
WEST,2026-04-04,99.52,475745.15
WEST,2026-04-05,1369.27,477114.42
WEST,2026-04-06,1213.42,478327.84
WEST,2026-04-07,3321.33,481649.17
WEST,2026-04-08,820.48,482469.65
WEST,2026-04-09,120.09,482589.74
WEST,2026-04-10,7063.69,489653.43
WEST,2026-04-12,368.89,490022.32
WEST,2026-04-14,7231.91,497254.23
WEST,2026-04-16,1832.47,499086.7
WEST,2026-04-17,1147.74,500234.44
WEST,2026-04-18,10077.84,510312.28
WEST,2026-04-19,2970.36,513282.64
WEST,2026-04-20,2908.71,516191.35
WEST,2026-04-21,3054.28,519245.63
WEST,2026-04-22,1428.06,520673.69
WEST,2026-04-23,3633.76,524307.45
WEST,2026-04-24,-97.16,524210.29
WEST,2026-04-25,239.76,524450.05
WEST,2026-04-26,207.66,524657.71
WEST,2026-04-27,3414.29,528072.0
WEST,2026-04-28,15.41,528087.41
WEST,2026-04-29,220.18,528307.59
WEST,2026-04-30,-1931.44,526376.15
WEST,2026-05-01,715.29,527091.44
WEST,2026-05-02,3459.85,530551.29
WEST,2026-05-03,1182.48,531733.77
WEST,2026-05-04,2880.87,534614.64
WEST,2026-05-06,-712.45,533902.19
WEST,2026-05-07,2626.85,536529.04
WEST,2026-05-08,2501.05,539030.09
WEST,2026-05-09,2428.38,541458.47
WEST,2026-05-10,2240.14,543698.61
WEST,2026-05-11,849.07,544547.68
WEST,2026-05-12,2348.24,546895.92
WEST,2026-05-13,2347.36,549243.28
WEST,2026-05-14,1671.88,550915.16
WEST,2026-05-15,4101.64,555016.8
WEST,2026-05-16,1267.41,556284.21
WEST,2026-05-17,1393.58,557677.79
WEST,2026-05-18,1665.88,559343.67
WEST,2026-05-20,2572.42,561916.09
WEST,2026-05-21,93.63,562009.72
WEST,2026-05-22,4783.78,566793.5
WEST,2026-05-23,514.23,567307.73
WEST,2026-05-25,4423.81,571731.54
WEST,2026-05-26,4119.95,575851.49
WEST,2026-05-27,1237.46,577088.95
WEST,2026-05-28,1358.5,578447.45
WEST,2026-05-29,1031.0,579478.45
WEST,2026-05-31,17.13,579495.58
WEST,2026-06-01,2830.06,582325.64
WEST,2026-06-02,237.6,582563.24
WEST,2026-06-03,1500.69,584063.93
WEST,2026-06-04,8313.28,592377.21
WEST,2026-06-06,1529.82,593907.03
WEST,2026-06-07,3398.43,597305.46
WEST,2026-06-08,4528.41,601833.87
WEST,2026-06-09,3035.91,604869.78
WEST,2026-06-10,268.36,605138.14
WEST,2026-06-11,3384.16,608522.3
WEST,2026-06-12,1326.67,609848.97
WEST,2026-06-13,2048.68,611897.65
WEST,2026-06-14,2374.62,614272.27
WEST,2026-06-15,4705.68,618977.95
WEST,2026-06-16,7891.4,626869.35
WEST,2026-06-18,2011.5,628880.85
WEST,2026-06-19,2103.27,630984.12
WEST,2026-06-20,-1553.81,629430.31
WEST,2026-06-21,2595.7,632026.01
WEST,2026-06-22,3293.56,635319.57
WEST,2026-06-23,8186.58,643506.15
WEST,2026-06-25,5675.52,649181.67
WEST,2026-06-26,7610.94,656792.61
WEST,2026-06-28,1244.88,658037.49
WEST,2026-06-29,3541.13,661578.62
WEST,2026-06-30,777.47,662356.09
WEST,2026-07-02,586.9,662942.99
WEST,2026-07-03,5793.61,668736.6
WEST,2026-07-05,121.28,668857.88
WEST,2026-07-06,5071.54,673929.42
WEST,2026-07-07,6358.35,680287.77
WEST,2026-07-08,7748.6,688036.37
WEST,2026-07-09,2879.04,690915.41
WEST,2026-07-10,4212.75,695128.16
WEST,2026-07-11,2540.17,697668.33
WEST,2026-07-12,2269.98,699938.31
WEST,2026-07-13,47.95,699986.26
WEST,2026-07-14,1843.27,701829.53
WEST,2026-07-15,1669.68,703499.21
WEST,2026-07-16,119.7,703618.91
WEST,2026-07-17,1753.18,705372.09
WEST,2026-07-18,6169.42,711541.51
WEST,2026-07-19,1694.58,713236.09
WEST,2026-07-20,6716.25,719952.34
WEST,2026-07-21,6033.83,725986.17
WEST,2026-07-24,5890.01,731876.18
WEST,2026-07-25,20.1,731896.28
WEST,2026-07-26,3293.15,735189.43
WEST,2026-07-27,2652.6,737842.03
WEST,2026-07-28,2358.73,740200.76
WEST,2026-07-29,2722.25,742923.01
WEST,2026-07-30,241.5,743164.51
WEST,2026-07-31,476.8,743641.31
WEST,2026-08-01,1567.91,745209.22
